[[-380.0125730054835], [248.61634179714065], [83.1716720160639]]
[[-380.0088189017781], [248.0500462122845], [83.17191450234805]]
[[-380.0050648842435], [247.4837636260657], [83.17215698306609]]
[[-380.0013109528769], [246.91749403803695], [83.17239945821859]]
[[-379.99755710767556], [246.35123744775058], [83.17264192780522]]
[[-379.9938033486361], [245.7849938547592], [83.17288439182664]]
[[-379.9900496757557], [245.21876325861504], [83.17312685028276]]
[[-379.9862960890315], [244.65254565887105], [83.17336930317367]]
[[-379.9825425884604], [244.0863410550794], [83.17361175049996]]
[[-379.97878917403955], [243.52014944679297], [83.1738541922615]]
[[-379.9750358457659], [242.9539708335642], [83.17409662845864]]
[[-379.9712826036365], [242.38780521494576], [83.17433905909161]]
[[-379.9675294476484], [241.82165259049015], [83.17458148416051]]
[[-379.9637763777987], [241.25551295975026], [83.17482390366524]]
[[-379.96002339408426], [240.68938632227864], [83.1750663176067]]
[[-379.9562704965023], [240.12327267762797], [83.17530872598445]]
[[-379.9525176850498], [239.55717202535092], [83.17555112879882]]
[[-379.94876495972375], [238.9910843650004], [83.17579352605026]]
[[-380.59314428385267], [238.67241499364016], [82.12910687045519]]
[[-380.58938017779985], [238.10573083412538], [82.12936154821705]]
[[-380.5856161582243], [237.53905969371633], [82.1296162201279]]
[[-380.58185222512304], [236.97240157196447], [82.12987088618809]]
[[-380.57808837849325], [236.4057564684211], [82.13012554639738]]
[[-380.57432461833156], [235.83912438263755], [82.13038020075646]]
[[-380.57056094463525], [235.27250531416536], [82.13063484926545]]
[[-380.56679735740124], [234.70589926255587], [82.13088949192434]]
[[-380.5630338566268], [234.13930622736058], [82.13114412873313]]
[[-380.5592704423086], [233.57272620813097], [82.13139875969284]]
[[-380.5555071144439], [233.00615920441865], [82.13165338480258]]
[[-380.5517438730296], [232.43960521577483], [82.13190800406358]]
[[-380.54798071806295], [231.87306424175114], [82.13216261747539]]
[[-380.5442176495406], [231.3065362818994], [82.13241722503847]]
[[-380.54045466745976], [230.74002133577085], [82.13267182675281]]
[[-380.53669177181746], [230.17351940291744], [82.13292642261865]]
[[-380.5329289626108], [229.60703048289045], [82.13318101263667]]
[[-380.52916623983674], [229.04055457524154], [82.13343559680652]]
[[-380.52540360349207], [228.4740916795225], [82.13369017512855]]
[[-380.5216410535742], [227.9076417952853], [82.1339447476031]]
[[-380.51787859007993], [227.34120492208106], [82.13419931423039]]
[[-380.5141162130064], [226.77478105946184], [82.13445387501008]]
[[-380.5103539223504], [226.20837020697928], [82.13470842994298]]
[[-380.5065917181092], [225.64197236418522], [82.13496297902918]]
[[-380.50282960027977], [225.07558753063142], [82.13521752226882]]
[[-380.499067568859], [224.50921570586956], [82.13547205966199]]
[[-380.49530562384405], [223.9428568894517], [82.13572659120894]]
[[-380.4915437652319], [223.37651108092945], [82.1359811169101]]
[[-380.4877819930196], [222.8101782798548], [82.13623563676538]]
[[-380.4840203072041], [222.24385848577975], [82.1364901507751]]
[[-380.48025870778247], [221.67755169825597], [82.13674465893928]]
[[-380.47649719475186], [221.11125791683534], [82.13699916125847]]
[[-380.47273576810903], [220.54497714107012], [82.13725365773257]]
[[-380.4689744278512], [219.9787093705121], [82.13750814836214]]
[[-380.46521317397537], [219.41245460471333], [82.13776263314708]]
[[-380.46145200647845], [218.84621284322557], [82.13801711208748]]
[[-380.45769092535767], [218.2799840856012], [82.13827158518382]]
[[-380.4539299306097], [217.7137683313921], [82.13852605243619]]
[[-380.45016902223193], [217.14756558015034], [82.13878051384472]]
[[-380.4464082002213], [216.58137583142812], [82.13903496940998]]
[[-380.44264746457486], [216.01519908477738], [82.13928941913139]]
[[-380.4388868152894], [215.44903533975037], [82.13954386300998]]
[[-380.4351262523622], [214.88288459589924], [82.13979830104552]]
[[-380.43136577579], [214.31674685277608], [82.14005273323846]]
[[-380.4276053855702], [213.75062210993312], [82.14030715958882]]
[[-380.42384508169965], [213.18451036692267], [82.14056158009669]]
[[-380.4200848641754], [212.61841162329685], [82.1408159947623]]
[[-380.4163247329944], [212.0523258786079], [82.14107040358624]]
[[-380.4125646881536], [211.48625313240825], [82.14132480656838]]
[[-380.4088047296502], [210.92019338425], [82.14157920370894]]
[[-380.4050448574812], [210.35414663368564], [82.14183359500794]]
[[-380.40128507164366], [209.78811288026745], [82.14208798046593]]
[[-380.39752537213445], [209.22209212354772], [82.14234236008303]]
[[-380.39376575895074], [208.65608436307892], [82.14259673385925]]
[[-380.39000623208955], [208.09008959841339], [82.14285110179526]]
[[-380.38624679154776], [207.52410782910363], [82.1431054638906]]
[[-380.38248743732254], [206.958139054702], [82.14335982014597]]
[[-380.3787281694109], [206.39218327476092], [82.14361417056125]]
[[-380.3749689878099], [205.82624048883304], [82.143868515137]]
[[-380.3712098925165], [205.2603106964707], [82.144122853873]]
[[-380.36745088352774], [204.6943938972265], [82.1443771867697]]
[[-380.3636919608406], [204.12849009065306], [82.14463151382745]]
[[-380.3599331244522], [203.56259927630265], [82.14488583504613]]
[[-380.35617437435945], [202.99672145372807], [82.14514015042619]]
[[-380.3524157105596], [202.43085662248208], [82.14539445996775]]
[[-380.9974567239103], [202.07246138551037], [81.09722695467917]]
[[-380.9936866615202], [201.50600054027942], [81.09749357865655]]
[[-380.98991668577463], [200.93955271355384], [81.09776019650633]]
[[-380.98614679667], [200.373117904885], [81.0980268082285]]
[[-380.9823769942038], [199.806696113824], [81.09829341382385]]
[[-380.97860727837286], [199.24028733992236], [81.09856001329183]]
[[-380.97483764917433], [198.6738915827309], [81.09882660663334]]
[[-380.97106810660506], [198.10750884180123], [81.09909319384815]]
[[-380.9672986506621], [197.5411391166847], [81.0993597749366]]
[[-380.9635292813425], [196.9747824069325], [81.09962634989904]]
[[-380.9597599986433], [196.40843871209606], [81.09989291873546]]
[[-380.95599080256136], [195.84210803172678], [81.10015948144644]]
[[-380.9522216930941], [195.27579036537603], [81.10042603803174]]
[[-380.9484526702379], [194.7094857125951], [81.10069258849182]]
[[-380.94468373399025], [194.14319407293567], [81.10095913282669]]
[[-380.94091488434816], [193.57691544594908], [81.10122567103679]]
[[-380.93714612130833], [193.01064983118684], [81.10149220312223]]
[[-380.93337744486814], [192.44439722820044], [81.10175872908314]]
[[-380.92960885502436], [191.87815763654146], [81.10202524891997]]
[[-380.92584035177396], [191.31193105576128], [81.10229176263294]]
[[-380.9220719351143], [190.74571748541155], [81.10255827022183]]
[[-380.91830360504196], [190.17951692504394], [81.10282477168732]]
[[-380.9145353615542], [189.61332937420988], [81.10309126702941]]
[[-380.9107672046481], [189.04715483246136], [81.10335775624833]]
[[-380.9069991343205], [188.48099329934956], [81.10362423934407]]
[[-380.90323115056844], [187.91484477442643], [81.10389071631732]]
[[-380.8994632533891], [187.3487092572437], [81.10415718716786]]
[[-380.89569544277947], [186.78258674735284], [81.10442365189624]]
[[-380.89192771873616], [186.21647724430576], [81.10469011050236]]
[[-380.88816008125673], [185.65038074765417], [81.10495656298679]]
[[-380.88439253033795], [185.08429725694984], [81.1052230093494]]
[[-380.880625065977], [184.51822677174457], [81.10548944959055]]
[[-380.8768576881705], [183.95216929159014], [81.10575588371023]]
[[-380.87309039691587], [183.3861248160385], [81.10602231170913]]
[[-380.8693231922099], [182.82009334464126], [81.10628873358712]]
[[-380.8655560740498], [182.25407487695054], [81.10655514934444]]
[[-380.86178904243246], [181.68806941251813], [81.10682155898132]]
[[-380.8580220973547], [181.1220769508959], [81.10708796249799]]
[[-380.85425523881406], [180.55609749163585], [81.10735435989466]]
[[-380.85048846680706], [179.99013103428985], [81.1076207511718]]
[[-380.84672178133104], [179.42417757841008], [81.10788713632894]]
[[-380.8429551823828], [178.85823712354843], [81.1081535153669]]
[[-380.83918866995947], [178.29230966925684], [81.10841988828565]]
[[-380.835422244058], [177.72639521508742], [81.10868625508556]]
[[-380.83165590467553], [177.16049376059217], [81.1089526157665]]
[[-380.82788965180885], [176.59460530532326], [81.10921897032927]]
[[-380.82412348545535], [176.0287298488328], [81.10948531877341]]
[[-380.8203574056116], [175.46286739067278], [81.10975166109961]]
[[-380.8165914122751], [174.8970179303954], [81.11001799730786]]
[[-380.81282550544245], [174.3311814675529], [81.1102843273984]]
[[-380.8090596851109], [173.76535800169742], [81.11055065137157]]
[[-380.80529395127746], [173.1995475323811], [81.11081696922736]]
[[-381.45114698988027], [172.8092844770115], [80.06100617044581]]
[[-381.44736983494533], [172.24287812111805], [80.06128484050146]]
[[-381.44359276686106], [171.67648478895677], [80.06156350414972]]
[[-381.43981578562426], [171.11010448007872], [80.06184216139025]]
[[-381.4360388912319], [170.5437371940344], [80.06212081222395]]
[[-381.43226208368094], [169.97738293037492], [80.0623994566505]]
[[-381.4284853629685], [169.41104168865104], [80.0626780946701]]
[[-381.4247087290916], [168.84471346841354], [80.06295672628346]]
[[-381.4209321820472], [168.27839826921368], [80.06323535149022]]
[[-381.41715572183216], [167.71209609060202], [80.06351397029107]]
[[-381.41337934844364], [167.1458069321297], [80.06379258268612]]
[[-381.4096030618788], [166.57953079334763], [80.06407118867537]]
[[-381.4058268621344], [166.0132676738069], [80.06434978825928]]
[[-381.4020507492075], [165.4470175730584], [80.0646283814383]]
[[-381.39827472309526], [164.88078049065336], [80.06490696821174]]
[[-381.39449878379435], [164.31455642614264], [80.06518554858087]]
[[-381.390722931302], [163.74834537907742], [80.06546412254534]]
[[-381.3869471656153], [163.18214734900883], [80.06574269010525]]
[[-381.38317148673116], [162.61596233548786], [80.0660212512613]]
[[-381.3793958946464], [162.04979033806572], [80.06629980601338]]
[[-381.3756203893584], [161.4836313562936], [80.06657835436204]]
[[-381.3718449708639], [160.9174853897227], [80.06685689630694]]
[[-381.36806963915996], [160.35135243790415], [80.06713543184878]]
[[-381.36429439424364], [159.78523250038927], [80.06741396098766]]
[[-381.3605192361119], [159.21912557672923], [80.06769248372359]]
[[-381.3567441647617], [158.65303166647521], [80.06797100005724]]
[[-381.35296918019037], [158.0869507691787], [80.06824950998828]]
[[-381.34919428239436], [157.52088288439094], [80.0685280135175]]
[[-381.3454194713711], [156.95482801166315], [80.06880651064444]]
[[-381.3416447471174], [156.38878615054676], [80.06908500137001]]
[[-381.3378701096304], [155.82275730059317], [80.06936348569411]]
[[-381.33409555890705], [155.25674146135364], [80.06964196361707]]
[[-381.33032109494434], [154.69073863237975], [80.06992043513878]]
[[-381.97720660145467], [154.2801162422309], [79.01822800160562]]
[[-381.97342068705655], [153.71351712959486], [79.01851886873374]]
[[-381.96963485977267], [153.14693105446045], [79.0188097291691]]
[[-381.9658491196001], [152.5803580163774], [79.01910058291185]]
[[-381.9620634665356], [152.01379801489588], [79.01939142996218]]
[[-381.95827790057643], [151.44725104956586], [79.01968227032035]]
[[-381.95449242171964], [150.8807171199377], [79.01997310398667]]
[[-381.9507070299619], [150.31419622556123], [79.02026393096094]]
[[-381.9469217253004], [149.74768836598656], [79.02055475124394]]
[[-381.94313650773216], [149.18119354076393], [79.02084556483555]]
[[-381.9393513772542], [148.61471174944347], [79.02113637173625]]
[[-381.93556633386333], [148.04824299157536], [79.02142717194602]]
[[-381.9317813775567], [147.4817872667098], [79.02171796546554]]
[[-381.9279965083314], [146.91534457439704], [79.02200875229448]]
[[-381.92421172618424], [146.34891491418722], [79.0222995324333]]
[[-381.9204270311121], [145.78249828563082], [79.02259030588209]]
[[-381.91664242311225], [145.21609468827782], [79.02288107264144]]
[[-381.9128579021816], [144.64970412167875], [79.02317183271134]]
[[-381.90907346831716], [144.08332658538382], [79.02346258609214]]
[[-381.90528912151575], [143.51696207894344], [79.02375333278383]]
[[-381.90150486177464], [142.95061060190798], [79.02404407278675]]
[[-381.8977206890907], [142.38427215382777], [79.02433480610125]]
[[-381.8939366034607], [141.81794673425318], [79.02462553272767]]
[[-381.8901526048821], [141.25163434273483], [79.02491625266578]]
[[-381.88636869335164], [140.68533497882308], [79.02520696591614]]
[[-381.8825848688662], [140.11904864206826], [79.02549767247899]]
[[-381.8788011314229], [139.55277533202093], [79.02578837235467]]
[[-381.8750174810188], [138.9865150482317], [79.02607906554294]]
[[-381.87123391765084], [138.42026779025107], [79.0263697520445]]
[[-381.8674504413159], [137.8540335576295], [79.02666043185934]]
[[-381.86366705201124], [137.28781234991757], [79.02695110498792]]
[[-381.8598837497336], [136.72160416666603], [79.02724177143]]
[[-381.8561005344801], [136.15540900742528], [79.02753243118661]]
[[-381.8523174062477], [135.58922687174612], [79.02782308425708]]
[[-381.8485343650335], [135.02305775917918], [79.0281137306423]]
[[-381.8447514108344], [134.45690166927506], [79.02840437034206]]
[[-381.84096854364725], [133.89075860158448], [79.02869500335692]]
[[-381.8371857634695], [133.32462855565822], [79.02898562968664]]
[[-381.8334030702976], [132.75851153104693], [79.02927624933227]]
[[-381.82962046412894], [132.1924075273015], [79.02956686229334]]
[[-381.82583794496026], [131.62631654397254], [79.02985746857041]]
[[-381.82205551278884], [131.06023858061093], [79.0301480681635]]
[[-381.81827316761144], [130.49417363676758], [79.03043866107294]]
[[-381.8144909094251], [129.92812171199316], [79.03072924729884]]
[[-381.81070873822705], [129.3620828058386], [79.03101982684177]]
[[-381.8069266540139], [128.79605691785483], [79.03131039970174]]
[[-381.80314465678293], [128.23004404759277], [79.03160096587874]]
[[-381.7993627465311], [127.66404419460324], [79.03189152537334]]
[[-381.7955809232552], [127.09805735843727], [79.03218207818588]]
[[-382.44331616858], [126.65726575102812], [77.97880278992943]]
[[-382.43952287116656], [126.09068267772369], [77.979105777207]]
[[-382.43572966108405], [125.52411264849908], [77.97940875750908]]
[[-382.43193653832884], [124.95755566290359], [77.97971173083602]]
[[-382.4281435028985], [124.391011720487], [77.98001469718793]]
[[-382.4243505547898], [123.82448082079885], [77.98031765656492]]
[[-382.4205576939996], [123.25796296338864], [77.98062060896746]]
[[-382.416764920525], [122.69145814780612], [77.98092355439599]]
